id_tienda,tipo_tienda,provincia,supervisor,fecha,dia_del_mes,mes_del_anio,semana_del_anio,es_quincena,es_feriado,dia_de_la_semana,horas_operacion,pos_en_uso,clientes_totales,clientes_vip,volumen
xyz,FS,SAN JOSE,2015622_080,26/08/2010, 26 , 8 , 35 , FALSO , NO ,Jueves,21,6,469,69,medio
xyz,FS,SAN JOSE,2015622_080,27/08/2010, 27 , 8 , 35 , FALSO , NO ,Viernes,24,6,710,113,alto
xyz,FS,SAN JOSE,2015622_080,28/08/2010, 28 , 8 , 35 , VERDADERO , NO ,Sabado,24,7,754,180,alto
xyz,FS,SAN JOSE,2015622_080,29/08/2010, 29 , 8 , 36 , VERDADERO , NO ,Domingo,21,6,634,195,alto
xyz,FS,SAN JOSE,2015622_080,30/08/2010, 30 , 8 , 36 , VERDADERO , NO ,Lunes,18,7,460,69,medio
xyz,FS,SAN JOSE,2015622_080,31/08/2010, 31 , 8 , 36 , VERDADERO , NO ,Martes,18,6,487,78,medio
xyz,FS,SAN JOSE,2015622_080,01/09/2010, 1 , 9 , 36 , VERDADERO , NO ,Miercoles,18,7,481,64,medio
xyz,FS,SAN JOSE,2015622_080,02/09/2010, 2 , 9 , 36 , VERDADERO , NO ,Jueves,22,7,513,76,alto
xyz,FS,SAN JOSE,2015622_080,03/09/2010, 3 , 9 , 36 , VERDADERO , NO ,Viernes,24,6,659,98,alto
xyz,FS,SAN JOSE,2015622_080,04/09/2010, 4 , 9 , 36 , FALSO , NO ,Sabado,24,6,772,181,alto
xyz,FS,SAN JOSE,2015622_080,05/09/2010, 5 , 9 , 37 , FALSO , NO ,Domingo,21,6,623,172,alto
xyz,FS,SAN JOSE,2015622_080,06/09/2010, 6 , 9 , 37 , FALSO , NO ,Lunes,18,6,395,51,medio
xyz,FS,SAN JOSE,2015622_080,07/09/2010, 7 , 9 , 37 , FALSO , NO ,Martes,18,7,402,76,medio
xyz,FS,SAN JOSE,2015622_080,08/09/2010, 8 , 9 , 37 , FALSO , NO ,Miercoles,18,7,411,66,medio
xyz,FS,SAN JOSE,2015622_080,09/09/2010, 9 , 9 , 37 , FALSO , NO ,Jueves,22,7,613,482,alto
xyz,FS,SAN JOSE,2015622_080,10/09/2010, 10 , 9 , 37 , FALSO , NO ,Viernes,24,7,649,122,alto
xyz,FS,SAN JOSE,2015622_080,11/09/2010, 11 , 9 , 37 , FALSO , NO ,Sabado,24,6,777,237,alto
xyz,FS,SAN JOSE,2015622_080,12/09/2010, 12 , 9 , 38 , FALSO , NO ,Domingo,21,7,634,248,alto
xyz,FS,SAN JOSE,2015622_080,13/09/2010, 13 , 9 , 38 , VERDADERO , NO ,Lunes,19,6,407,70,medio
xyz,FS,SAN JOSE,2015622_080,14/09/2010, 14 , 9 , 38 , VERDADERO , NO ,Martes,18,7,505,83,alto
xyz,FS,SAN JOSE,2015622_080,15/09/2010, 15 , 9 , 38 , VERDADERO , Dia de la Independencia ,Miercoles,18,7,584,177,alto
xyz,FS,SAN JOSE,2015622_080,16/09/2010, 16 , 9 , 38 , VERDADERO , NO ,Jueves,22,7,477,76,medio
xyz,FS,SAN JOSE,2015622_080,17/09/2010, 17 , 9 , 38 , VERDADERO , NO ,Viernes,24,6,639,106,alto
xyz,FS,SAN JOSE,2015622_080,18/09/2010, 18 , 9 , 38 , FALSO , NO ,Sabado,24,6,755,196,alto
xyz,FS,SAN JOSE,2015622_080,19/09/2010, 19 , 9 , 39 , FALSO , NO ,Domingo,20,6,630,214,alto
xyz,FS,SAN JOSE,2015622_080,20/09/2010, 20 , 9 , 39 , FALSO , NO ,Lunes,18,6,396,64,medio
xyz,FS,SAN JOSE,2015622_080,21/09/2010, 21 , 9 , 39 , FALSO , NO ,Martes,18,7,409,56,medio
xyz,FS,SAN JOSE,2015622_080,22/09/2010, 22 , 9 , 39 , FALSO , NO ,Miercoles,18,7,409,53,medio
xyz,FS,SAN JOSE,2015622_080,23/09/2010, 23 , 9 , 39 , FALSO , NO ,Jueves,22,7,478,66,medio
xyz,FS,SAN JOSE,2015622_080,24/09/2010, 24 , 9 , 39 , FALSO , NO ,Viernes,24,6,658,122,alto
xyz,FS,SAN JOSE,2015622_080,25/09/2010, 25 , 9 , 39 , FALSO , NO ,Sabado,24,7,791,198,alto
xyz,FS,SAN JOSE,2015622_080,26/09/2010, 26 , 9 , 40 , FALSO , NO ,Domingo,21,6,583,171,alto
xyz,FS,SAN JOSE,2015622_080,27/09/2010, 27 , 9 , 40 , FALSO , NO ,Lunes,18,6,398,47,medio
xyz,FS,SAN JOSE,2015622_080,28/09/2010, 28 , 9 , 40 , VERDADERO , NO ,Martes,18,7,420,58,medio
xyz,FS,SAN JOSE,2015622_080,29/09/2010, 29 , 9 , 40 , VERDADERO , NO ,Miercoles,18,7,428,60,medio
xyz,FS,SAN JOSE,2015622_080,30/09/2010, 30 , 9 , 40 , VERDADERO , NO ,Jueves,21,7,532,89,alto
xyz,FS,SAN JOSE,2015622_080,01/10/2010, 1 , 10 , 40 , VERDADERO , NO ,Viernes,24,7,750,125,alto
xyz,FS,SAN JOSE,2015622_080,02/10/2010, 2 , 10 , 40 , VERDADERO , NO ,Sabado,24,7,804,169,alto
xyz,FS,SAN JOSE,2015622_080,03/10/2010, 3 , 10 , 41 , VERDADERO , NO ,Domingo,20,6,602,175,alto
xyz,FS,SAN JOSE,2015622_080,04/10/2010, 4 , 10 , 41 , FALSO , NO ,Lunes,18,6,407,52,medio
xyz,FS,SAN JOSE,2015622_080,05/10/2010, 5 , 10 , 41 , FALSO , NO ,Martes,18,7,437,53,medio
xyz,FS,SAN JOSE,2015622_080,06/10/2010, 6 , 10 , 41 , FALSO , NO ,Miercoles,18,7,423,52,medio
xyz,FS,SAN JOSE,2015622_080,07/10/2010, 7 , 10 , 41 , FALSO , NO ,Jueves,21,7,505,75,alto
xyz,FS,SAN JOSE,2015622_080,08/10/2010, 8 , 10 , 41 , FALSO , NO ,Viernes,24,5,631,107,alto
xyz,FS,SAN JOSE,2015622_080,09/10/2010, 9 , 10 , 41 , FALSO , NO ,Sabado,24,6,809,191,alto
xyz,FS,SAN JOSE,2015622_080,10/10/2010, 10 , 10 , 42 , FALSO , NO ,Domingo,22,5,638,198,alto
xyz,FS,SAN JOSE,2015622_080,11/10/2010, 11 , 10 , 42 , FALSO , NO ,Lunes,18,5,385,66,medio
xyz,FS,SAN JOSE,2015622_080,12/10/2010, 12 , 10 , 42 , FALSO , NO ,Martes,18,6,380,56,medio
xyz,FS,SAN JOSE,2015622_080,13/10/2010, 13 , 10 , 42 , VERDADERO , NO ,Miercoles,18,6,436,74,medio
xyz,FS,SAN JOSE,2015622_080,14/10/2010, 14 , 10 , 42 , VERDADERO , NO ,Jueves,21,6,498,73,medio
xyz,FS,SAN JOSE,2015622_080,15/10/2010, 15 , 10 , 42 , VERDADERO , NO ,Viernes,24,5,678,136,alto
xyz,FS,SAN JOSE,2015622_080,16/10/2010, 16 , 10 , 42 , VERDADERO , NO ,Sabado,24,6,852,215,alto
xyz,FS,SAN JOSE,2015622_080,17/10/2010, 17 , 10 , 43 , VERDADERO , NO ,Domingo,23,6,671,243,alto
xyz,FS,SAN JOSE,2015622_080,18/10/2010, 18 , 10 , 43 , FALSO , Dia de las Culturas - Dia Feriado ,Lunes,18,6,558,155,alto
xyz,FS,SAN JOSE,2015622_080,19/10/2010, 19 , 10 , 43 , FALSO , NO ,Martes,18,7,435,61,medio
xyz,FS,SAN JOSE,2015622_080,20/10/2010, 20 , 10 , 43 , FALSO , NO ,Miercoles,18,7,438,57,medio
xyz,FS,SAN JOSE,2015622_080,21/10/2010, 21 , 10 , 43 , FALSO , NO ,Jueves,22,6,513,63,alto
xyz,FS,SAN JOSE,2015622_080,22/10/2010, 22 , 10 , 43 , FALSO , NO ,Viernes,24,6,708,115,alto
xyz,FS,SAN JOSE,2015622_080,23/10/2010, 23 , 10 , 43 , FALSO , NO ,Sabado,24,6,777,207,alto
xyz,FS,SAN JOSE,2015622_080,24/10/2010, 24 , 10 , 44 , FALSO , NO ,Domingo,21,6,637,229,alto
xyz,FS,SAN JOSE,2015622_080,25/10/2010, 25 , 10 , 44 , FALSO , NO ,Lunes,19,6,417,64,medio
xyz,FS,SAN JOSE,2015622_080,26/10/2010, 26 , 10 , 44 , FALSO , NO ,Martes,18,7,459,84,medio
xyz,FS,SAN JOSE,2015622_080,27/10/2010, 27 , 10 , 44 , FALSO , NO ,Miercoles,19,7,469,86,medio
xyz,FS,SAN JOSE,2015622_080,28/10/2010, 28 , 10 , 44 , VERDADERO , NO ,Jueves,22,7,552,99,alto
xyz,FS,SAN JOSE,2015622_080,29/10/2010, 29 , 10 , 44 , VERDADERO , NO ,Viernes,24,6,766,139,alto
xyz,FS,SAN JOSE,2015622_080,30/10/2010, 30 , 10 , 44 , VERDADERO , NO ,Sabado,24,6,860,232,alto
xyz,FS,SAN JOSE,2015622_080,31/10/2010, 31 , 10 , 45 , VERDADERO , NO ,Domingo,21,6,661,192,alto
xyz,FS,SAN JOSE,2015622_080,01/11/2010, 1 , 11 , 45 , VERDADERO , NO ,Lunes,18,6,410,53,medio
xyz,FS,SAN JOSE,2015622_080,02/11/2010, 2 , 11 , 45 , VERDADERO , NO ,Martes,18,7,426,59,medio
xyz,FS,SAN JOSE,2015622_080,03/11/2010, 3 , 11 , 45 , VERDADERO , NO ,Miercoles,18,7,408,69,medio
xyz,FS,SAN JOSE,2015622_080,04/11/2010, 4 , 11 , 45 , FALSO , NO ,Jueves,22,7,512,96,alto
xyz,FS,SAN JOSE,2015622_080,05/11/2010, 5 , 11 , 45 , FALSO , NO ,Viernes,22,6,566,108,alto
xyz,FS,SAN JOSE,2015622_080,06/11/2010, 6 , 11 , 45 , FALSO , NO ,Sabado,24,6,824,225,alto
xyz,FS,SAN JOSE,2015622_080,07/11/2010, 7 , 11 , 46 , FALSO , NO ,Domingo,20,6,611,206,alto
xyz,FS,SAN JOSE,2015622_080,08/11/2010, 8 , 11 , 46 , FALSO , NO ,Lunes,18,6,450,81,medio
xyz,FS,SAN JOSE,2015622_080,09/11/2010, 9 , 11 , 46 , FALSO , NO ,Martes,18,7,445,69,medio
xyz,FS,SAN JOSE,2015622_080,10/11/2010, 10 , 11 , 46 , FALSO , NO ,Miercoles,19,7,466,82,medio
xyz,FS,SAN JOSE,2015622_080,11/11/2010, 11 , 11 , 46 , FALSO , NO ,Jueves,22,7,499,90,medio
xyz,FS,SAN JOSE,2015622_080,12/11/2010, 12 , 11 , 46 , FALSO , NO ,Viernes,24,6,731,133,alto
xyz,FS,SAN JOSE,2015622_080,13/11/2010, 13 , 11 , 46 , VERDADERO , NO ,Sabado,24,6,809,202,alto
xyz,FS,SAN JOSE,2015622_080,14/11/2010, 14 , 11 , 47 , VERDADERO , NO ,Domingo,21,6,673,226,alto
xyz,FS,SAN JOSE,2015622_080,15/11/2010, 15 , 11 , 47 , VERDADERO , NO ,Lunes,17,6,379,65,medio
xyz,FS,SAN JOSE,2015622_080,16/11/2010, 16 , 11 , 47 , VERDADERO , NO ,Martes,19,7,470,82,medio
xyz,FS,SAN JOSE,2015622_080,17/11/2010, 17 , 11 , 47 , VERDADERO , NO ,Miercoles,18,7,468,85,medio
xyz,FS,SAN JOSE,2015622_080,18/11/2010, 18 , 11 , 47 , FALSO , NO ,Jueves,22,6,533,90,alto
xyz,FS,SAN JOSE,2015622_080,19/11/2010, 19 , 11 , 47 , FALSO , NO ,Viernes,24,6,744,135,alto
xyz,FS,SAN JOSE,2015622_080,20/11/2010, 20 , 11 , 47 , FALSO , NO ,Sabado,24,6,799,202,alto
xyz,FS,SAN JOSE,2015622_080,21/11/2010, 21 , 11 , 48 , FALSO , NO ,Domingo,21,7,609,183,alto
xyz,FS,SAN JOSE,2015622_080,22/11/2010, 22 , 11 , 48 , FALSO , NO ,Lunes,18,7,389,59,medio
xyz,FS,SAN JOSE,2015622_080,23/11/2010, 23 , 11 , 48 , FALSO , NO ,Martes,18,7,448,74,medio
xyz,FS,SAN JOSE,2015622_080,24/11/2010, 24 , 11 , 48 , FALSO , NO ,Miercoles,20,7,487,72,medio
xyz,FS,SAN JOSE,2015622_080,25/11/2010, 25 , 11 , 48 , FALSO , NO ,Jueves,21,7,512,72,alto
xyz,FS,SAN JOSE,2015622_080,26/11/2010, 26 , 11 , 48 , FALSO , NO ,Viernes,24,7,699,119,alto
xyz,FS,SAN JOSE,2015622_080,27/11/2010, 27 , 11 , 48 , FALSO , NO ,Sabado,24,7,772,180,alto
xyz,FS,SAN JOSE,2015622_080,28/11/2010, 28 , 11 , 49 , VERDADERO , NO ,Domingo,22,6,667,190,alto
xyz,FS,SAN JOSE,2015622_080,29/11/2010, 29 , 11 , 49 , VERDADERO , NO ,Lunes,18,6,476,67,medio
xyz,FS,SAN JOSE,2015622_080,30/11/2010, 30 , 11 , 49 , VERDADERO , NO ,Martes,19,7,510,74,alto
xyz,FS,SAN JOSE,2015622_080,01/12/2010, 1 , 12 , 49 , VERDADERO , NO ,Miercoles,19,6,500,78,medio
xyz,FS,SAN JOSE,2015622_080,02/12/2010, 2 , 12 , 49 , VERDADERO , NO ,Jueves,22,6,595,83,alto
xyz,FS,SAN JOSE,2015622_080,03/12/2010, 3 , 12 , 49 , VERDADERO , NO ,Viernes,24,6,746,112,alto
xyz,FS,SAN JOSE,2015622_080,04/12/2010, 4 , 12 , 49 , FALSO , NO ,Sabado,24,6,877,187,alto
xyz,FS,SAN JOSE,2015622_080,05/12/2010, 5 , 12 , 50 , FALSO , NO ,Domingo,21,6,695,179,alto
xyz,FS,SAN JOSE,2015622_080,06/12/2010, 6 , 12 , 50 , FALSO , NO ,Lunes,18,6,506,78,alto
xyz,FS,SAN JOSE,2015622_080,07/12/2010, 7 , 12 , 50 , FALSO , NO ,Martes,18,7,536,76,alto
xyz,FS,SAN JOSE,2015622_080,08/12/2010, 8 , 12 , 50 , FALSO , NO ,Miercoles,20,6,525,95,alto
xyz,FS,SAN JOSE,2015622_080,09/12/2010, 9 , 12 , 50 , FALSO , NO ,Jueves,23,7,568,84,alto
xyz,FS,SAN JOSE,2015622_080,10/12/2010, 10 , 12 , 50 , FALSO , NO ,Viernes,24,6,728,156,alto
xyz,FS,SAN JOSE,2015622_080,11/12/2010, 11 , 12 , 50 , FALSO , NO ,Sabado,24,6,871,209,alto
xyz,FS,SAN JOSE,2015622_080,12/12/2010, 12 , 12 , 51 , FALSO , NO ,Domingo,21,7,682,212,alto
xyz,FS,SAN JOSE,2015622_080,13/12/2010, 13 , 12 , 51 , VERDADERO , NO ,Lunes,18,6,523,92,alto
xyz,FS,SAN JOSE,2015622_080,14/12/2010, 14 , 12 , 51 , VERDADERO , NO ,Martes,18,7,539,111,alto
xyz,FS,SAN JOSE,2015622_080,15/12/2010, 15 , 12 , 51 , VERDADERO , NO ,Miercoles,19,7,577,106,alto
xyz,FS,SAN JOSE,2015622_080,16/12/2010, 16 , 12 , 51 , VERDADERO , NO ,Jueves,22,7,635,131,alto
xyz,FS,SAN JOSE,2015622_080,17/12/2010, 17 , 12 , 51 , VERDADERO , NO ,Viernes,24,6,747,181,alto
xyz,FS,SAN JOSE,2015622_080,18/12/2010, 18 , 12 , 51 , FALSO , NO ,Sabado,24,6,828,243,alto
xyz,FS,SAN JOSE,2015622_080,19/12/2010, 19 , 12 , 52 , FALSO , NO ,Domingo,20,6,664,188,alto
xyz,FS,SAN JOSE,2015622_080,20/12/2010, 20 , 12 , 52 , FALSO , NO ,Lunes,17,7,491,96,medio
xyz,FS,SAN JOSE,2015622_080,21/12/2010, 21 , 12 , 52 , FALSO , NO ,Martes,18,7,536,103,alto
xyz,FS,SAN JOSE,2015622_080,22/12/2010, 22 , 12 , 52 , FALSO , NO ,Miercoles,18,7,556,107,alto
xyz,FS,SAN JOSE,2015622_080,23/12/2010, 23 , 12 , 52 , FALSO , NO ,Jueves,22,7,693,110,alto
xyz,FS,SAN JOSE,2015622_080,24/12/2010, 24 , 12 , 52 , FALSO , NO ,Viernes,19,6,407,90,medio
xyz,FS,SAN JOSE,2015622_080,25/12/2010, 25 , 12 , 52 , FALSO , Dia de Navidad ,Sabado,23,6,658,150,alto
xyz,FS,SAN JOSE,2015622_080,26/12/2010, 26 , 12 , 53 , FALSO , NO ,Domingo,21,6,612,136,alto
xyz,FS,SAN JOSE,2015622_080,27/12/2010, 27 , 12 , 53 , FALSO , NO ,Lunes,18,6,539,96,alto
xyz,FS,SAN JOSE,2015622_080,28/12/2010, 28 , 12 , 53 , VERDADERO , NO ,Martes,19,6,528,85,alto
xyz,FS,SAN JOSE,2015622_080,29/12/2010, 29 , 12 , 53 , VERDADERO , NO ,Miercoles,19,7,535,102,alto
xyz,FS,SAN JOSE,2015622_080,30/12/2010, 30 , 12 , 53 , VERDADERO , NO ,Jueves,22,7,642,127,alto
xyz,FS,SAN JOSE,2015622_080,31/12/2010, 31 , 12 , 53 , VERDADERO , Fiesta de Fin de Anio ,Viernes,19,6,397,77,medio
xyz,FS,SAN JOSE,2015622_080,01/01/2011, 1 , 1 , 1 , VERDADERO , Anio Nuevo ,Sabado,20,6,595,126,alto
xyz,FS,SAN JOSE,2015622_080,02/01/2011, 2 , 1 , 2 , VERDADERO , NO ,Domingo,22,7,591,136,alto
xyz,FS,SAN JOSE,2015622_080,03/01/2011, 3 , 1 , 2 , VERDADERO , NO ,Lunes,18,6,461,84,medio
xyz,FS,SAN JOSE,2015622_080,04/01/2011, 4 , 1 , 2 , FALSO , NO ,Martes,18,6,441,78,medio
xyz,FS,SAN JOSE,2015622_080,05/01/2011, 5 , 1 , 2 , FALSO , NO ,Miercoles,18,7,460,75,medio
xyz,FS,SAN JOSE,2015622_080,06/01/2011, 6 , 1 , 2 , FALSO , NO ,Jueves,21,7,498,92,medio
xyz,FS,SAN JOSE,2015622_080,07/01/2011, 7 , 1 , 2 , FALSO , NO ,Viernes,24,7,583,101,alto
xyz,FS,SAN JOSE,2015622_080,08/01/2011, 8 , 1 , 2 , FALSO , NO ,Sabado,24,7,674,163,alto
xyz,FS,SAN JOSE,2015622_080,09/01/2011, 9 , 1 , 3 , FALSO , NO ,Domingo,21,6,587,179,alto
xyz,FS,SAN JOSE,2015622_080,10/01/2011, 10 , 1 , 3 , FALSO , NO ,Lunes,18,6,423,78,medio
xyz,FS,SAN JOSE,2015622_080,11/01/2011, 11 , 1 , 3 , FALSO , NO ,Martes,18,6,435,88,medio
xyz,FS,SAN JOSE,2015622_080,12/01/2011, 12 , 1 , 3 , FALSO , NO ,Miercoles,19,6,443,82,medio
xyz,FS,SAN JOSE,2015622_080,13/01/2011, 13 , 1 , 3 , VERDADERO , NO ,Jueves,21,6,509,104,alto
xyz,FS,SAN JOSE,2015622_080,14/01/2011, 14 , 1 , 3 , VERDADERO , NO ,Viernes,24,7,632,118,alto
xyz,FS,SAN JOSE,2015622_080,15/01/2011, 15 , 1 , 3 , VERDADERO , NO ,Sabado,24,7,752,199,alto
xyz,FS,SAN JOSE,2015622_080,16/01/2011, 16 , 1 , 4 , VERDADERO , NO ,Domingo,21,6,629,211,alto
xyz,FS,SAN JOSE,2015622_080,17/01/2011, 17 , 1 , 4 , VERDADERO , NO ,Lunes,18,7,401,73,medio
xyz,FS,SAN JOSE,2015622_080,18/01/2011, 18 , 1 , 4 , FALSO , NO ,Martes,18,6,476,96,medio
xyz,FS,SAN JOSE,2015622_080,19/01/2011, 19 , 1 , 4 , FALSO , NO ,Miercoles,18,7,441,85,medio
xyz,FS,SAN JOSE,2015622_080,20/01/2011, 20 , 1 , 4 , FALSO , NO ,Jueves,22,6,555,109,alto
xyz,FS,SAN JOSE,2015622_080,21/01/2011, 21 , 1 , 4 , FALSO , NO ,Viernes,24,7,625,116,alto
xyz,FS,SAN JOSE,2015622_080,22/01/2011, 22 , 1 , 4 , FALSO , NO ,Sabado,24,7,732,191,alto
xyz,FS,SAN JOSE,2015622_080,23/01/2011, 23 , 1 , 5 , FALSO , NO ,Domingo,21,7,600,189,alto
xyz,FS,SAN JOSE,2015622_080,24/01/2011, 24 , 1 , 5 , FALSO , NO ,Lunes,18,7,382,75,medio
xyz,FS,SAN JOSE,2015622_080,25/01/2011, 25 , 1 , 5 , FALSO , NO ,Martes,18,7,467,87,medio
xyz,FS,SAN JOSE,2015622_080,26/01/2011, 26 , 1 , 5 , FALSO , NO ,Miercoles,18,7,435,83,medio
xyz,FS,SAN JOSE,2015622_080,27/01/2011, 27 , 1 , 5 , FALSO , NO ,Jueves,21,6,500,97,alto
xyz,FS,SAN JOSE,2015622_080,28/01/2011, 28 , 1 , 5 , VERDADERO , NO ,Viernes,24,7,667,106,alto
xyz,FS,SAN JOSE,2015622_080,29/01/2011, 29 , 1 , 5 , VERDADERO , NO ,Sabado,24,6,743,156,alto
xyz,FS,SAN JOSE,2015622_080,30/01/2011, 30 , 1 , 6 , VERDADERO , NO ,Domingo,21,6,647,162,alto
xyz,FS,SAN JOSE,2015622_080,31/01/2011, 31 , 1 , 6 , VERDADERO , NO ,Lunes,18,7,496,72,medio
xyz,FS,SAN JOSE,2015622_080,01/02/2011, 1 , 2 , 6 , VERDADERO , NO ,Martes,18,6,487,60,medio
xyz,FS,SAN JOSE,2015622_080,02/02/2011, 2 , 2 , 6 , VERDADERO , NO ,Miercoles,19,7,516,68,alto
xyz,FS,SAN JOSE,2015622_080,03/02/2011, 3 , 2 , 6 , VERDADERO , NO ,Jueves,22,7,485,57,medio
xyz,FS,SAN JOSE,2015622_080,04/02/2011, 4 , 2 , 6 , FALSO , NO ,Viernes,24,7,691,89,alto
xyz,FS,SAN JOSE,2015622_080,05/02/2011, 5 , 2 , 6 , FALSO , NO ,Sabado,24,7,792,133,alto
xyz,FS,SAN JOSE,2015622_080,06/02/2011, 6 , 2 , 7 , FALSO , NO ,Domingo,20,6,639,132,alto
xyz,FS,SAN JOSE,2015622_080,07/02/2011, 7 , 2 , 7 , FALSO , NO ,Lunes,18,7,457,46,medio
xyz,FS,SAN JOSE,2015622_080,08/02/2011, 8 , 2 , 7 , FALSO , NO ,Martes,18,6,488,55,medio
xyz,FS,SAN JOSE,2015622_080,09/02/2011, 9 , 2 , 7 , FALSO , NO ,Miercoles,18,7,451,73,medio
xyz,FS,SAN JOSE,2015622_080,10/02/2011, 10 , 2 , 7 , FALSO , NO ,Jueves,19,6,511,64,alto
xyz,FS,SAN JOSE,2015622_080,11/02/2011, 11 , 2 , 7 , FALSO , NO ,Viernes,24,6,733,94,alto
xyz,FS,SAN JOSE,2015622_080,12/02/2011, 12 , 2 , 7 , FALSO , NO ,Sabado,24,6,770,153,alto
xyz,FS,SAN JOSE,2015622_080,13/02/2011, 13 , 2 , 8 , VERDADERO , NO ,Domingo,20,6,514,115,alto
xyz,FS,SAN JOSE,2015622_080,14/02/2011, 14 , 2 , 8 , VERDADERO , NO ,Lunes,18,7,532,66,alto
xyz,FS,SAN JOSE,2015622_080,15/02/2011, 15 , 2 , 8 , VERDADERO , NO ,Martes,18,6,477,61,medio
xyz,FS,SAN JOSE,2015622_080,16/02/2011, 16 , 2 , 8 , VERDADERO , NO ,Miercoles,19,7,496,66,medio
xyz,FS,SAN JOSE,2015622_080,17/02/2011, 17 , 2 , 8 , VERDADERO , NO ,Jueves,22,6,540,68,alto
xyz,FS,SAN JOSE,2015622_080,18/02/2011, 18 , 2 , 8 , FALSO , NO ,Viernes,24,6,733,90,alto
xyz,FS,SAN JOSE,2015622_080,19/02/2011, 19 , 2 , 8 , FALSO , NO ,Sabado,24,6,754,163,alto
xyz,FS,SAN JOSE,2015622_080,20/02/2011, 20 , 2 , 9 , FALSO , NO ,Domingo,21,6,626,157,alto
xyz,FS,SAN JOSE,2015622_080,21/02/2011, 21 , 2 , 9 , FALSO , NO ,Lunes,18,6,458,57,medio
xyz,FS,SAN JOSE,2015622_080,22/02/2011, 22 , 2 , 9 , FALSO , NO ,Martes,18,6,451,55,medio
xyz,FS,SAN JOSE,2015622_080,23/02/2011, 23 , 2 , 9 , FALSO , NO ,Miercoles,18,7,458,55,medio
xyz,FS,SAN JOSE,2015622_080,24/02/2011, 24 , 2 , 9 , FALSO , NO ,Jueves,22,7,523,57,alto
xyz,FS,SAN JOSE,2015622_080,25/02/2011, 25 , 2 , 9 , FALSO , NO ,Viernes,24,7,690,83,alto
xyz,FS,SAN JOSE,2015622_080,26/02/2011, 26 , 2 , 9 , FALSO , NO ,Sabado,24,6,785,164,alto
xyz,FS,SAN JOSE,2015622_080,27/02/2011, 27 , 2 , 10 , FALSO , NO ,Domingo,22,7,628,163,alto
xyz,FS,SAN JOSE,2015622_080,28/02/2011, 28 , 2 , 10 , VERDADERO , NO ,Lunes,18,6,484,66,medio
xyz,FS,SAN JOSE,2015622_080,01/03/2011, 1 , 3 , 10 , VERDADERO , NO ,Martes,19,6,475,50,medio
xyz,FS,SAN JOSE,2015622_080,02/03/2011, 2 , 3 , 10 , VERDADERO , NO ,Miercoles,18,7,485,67,medio
xyz,FS,SAN JOSE,2015622_080,03/03/2011, 3 , 3 , 10 , VERDADERO , NO ,Jueves,22,6,514,56,alto
xyz,FS,SAN JOSE,2015622_080,04/03/2011, 4 , 3 , 10 , FALSO , NO ,Viernes,24,6,692,79,alto
xyz,FS,SAN JOSE,2015622_080,05/03/2011, 5 , 3 , 10 , FALSO , NO ,Sabado,24,6,783,163,alto
xyz,FS,SAN JOSE,2015622_080,06/03/2011, 6 , 3 , 11 , FALSO , NO ,Domingo,22,7,640,168,alto
xyz,FS,SAN JOSE,2015622_080,07/03/2011, 7 , 3 , 11 , FALSO , NO ,Lunes,19,7,428,46,medio
xyz,FS,SAN JOSE,2015622_080,08/03/2011, 8 , 3 , 11 , FALSO , NO ,Martes,18,6,412,42,medio
xyz,FS,SAN JOSE,2015622_080,09/03/2011, 9 , 3 , 11 , FALSO , NO ,Miercoles,18,7,425,45,medio
xyz,FS,SAN JOSE,2015622_080,10/03/2011, 10 , 3 , 11 , FALSO , NO ,Jueves,22,7,503,64,alto
xyz,FS,SAN JOSE,2015622_080,11/03/2011, 11 , 3 , 11 , FALSO , NO ,Viernes,24,7,650,83,alto
xyz,FS,SAN JOSE,2015622_080,12/03/2011, 12 , 3 , 11 , FALSO , NO ,Sabado,24,6,735,164,alto
xyz,FS,SAN JOSE,2015622_080,13/03/2011, 13 , 3 , 12 , VERDADERO , NO ,Domingo,21,6,636,192,alto
xyz,FS,SAN JOSE,2015622_080,14/03/2011, 14 , 3 , 12 , VERDADERO , NO ,Lunes,19,7,455,50,medio
xyz,FS,SAN JOSE,2015622_080,15/03/2011, 15 , 3 , 12 , VERDADERO , NO ,Martes,18,6,465,66,medio
xyz,FS,SAN JOSE,2015622_080,16/03/2011, 16 , 3 , 12 , VERDADERO , NO ,Miercoles,19,7,486,63,medio
xyz,FS,SAN JOSE,2015622_080,17/03/2011, 17 , 3 , 12 , VERDADERO , NO ,Jueves,22,7,531,70,alto
xyz,FS,SAN JOSE,2015622_080,18/03/2011, 18 , 3 , 12 , FALSO , NO ,Viernes,24,7,686,115,alto
xyz,FS,SAN JOSE,2015622_080,19/03/2011, 19 , 3 , 12 , FALSO , NO ,Sabado,24,6,812,182,alto
xyz,FS,SAN JOSE,2015622_080,20/03/2011, 20 , 3 , 13 , FALSO , NO ,Domingo,21,6,654,198,alto
xyz,FS,SAN JOSE,2015622_080,21/03/2011, 21 , 3 , 13 , FALSO , NO ,Lunes,18,6,396,45,medio
xyz,FS,SAN JOSE,2015622_080,22/03/2011, 22 , 3 , 13 , FALSO , NO ,Martes,18,6,432,50,medio
xyz,FS,SAN JOSE,2015622_080,23/03/2011, 23 , 3 , 13 , FALSO , NO ,Miercoles,18,6,439,64,medio
